"SourceFile","ID","CreateDate","Duration","LatitudeDD","LongitudeDD","sDuration","Year","Month","Day","Hour","URL","Working"
"meta-Dwx71JWXxoKv.json","Dwx71JWXxoKv","2021:01:06 22:18:53","0:04:53",38.8897,-77.0109,293,2021,1,6,22,"https://video.parler.com/Dw/x7/Dwx71JWXxoKv.mp4",TRUE
"meta-dyxOuy25PXw6.json","dyxOuy25PXw6","2021:01:06 20:20:29","12.04 s",38.89,-77.0098,12.04,2021,1,6,20,"https://video.parler.com/dy/xO/dyxOuy25PXw6.mp4",TRUE
"meta-dZmP6VGe68fE.json","dZmP6VGe68fE","2021:01:06 22:31:01","0:04:53",39.978,-76.8287,293,2021,1,6,22,"https://video.parler.com/dZ/mP/dZmP6VGe68fE.mp4",TRUE
"meta-dZY4EmEcSdUF.json","dZY4EmEcSdUF","2021:01:06 19:30:35","16.83 s",38.8895,-77.0116,16.83,2021,1,6,19,"https://video.parler.com/dZ/Y4/dZY4EmEcSdUF.mp4",TRUE
"meta-e6BtsS1j9zs8.json","e6BtsS1j9zs8","2021:01:06 15:40:15","0:00:53",38.892,-77.0351,53,2021,1,6,15,"https://video.parler.com/e6/Bt/e6BtsS1j9zs8.mp4",TRUE
"meta-e8PppkH5mMcT.json","e8PppkH5mMcT","2021:01:06 17:05:37","22.11 s",38.8924,-77.0349,22.11,2021,1,6,17,"https://video.parler.com/e8/Pp/e8PppkH5mMcT.mp4",TRUE
"meta-edx5l3yDUQ6B.json","edx5l3yDUQ6B","2021:01:06 19:54:55","22.69 s",38.8904,-77.0114,22.69,2021,1,6,19,"https://video.parler.com/ed/x5/edx5l3yDUQ6B.mp4",TRUE
"meta-eGOoR3I08FkK.json","eGOoR3I08FkK","2021:01:06 19:47:46","0:01:26",38.8902,-77.0107,86,2021,1,6,19,"https://video.parler.com/eG/Oo/eGOoR3I08FkK.mp4",TRUE
"meta-eGWFiGU2WtR8.json","eGWFiGU2WtR8","2021:01:06 18:07:29","0:04:43",38.8917,-77.0366,283,2021,1,6,18,"https://video.parler.com/eG/WF/eGWFiGU2WtR8.mp4",TRUE
"meta-ehioYC9DKqYv.json","ehioYC9DKqYv","2021:01:06 22:07:39","0:00:31",38.8896,-77.0102,31,2021,1,6,22,"https://video.parler.com/eh/io/ehioYC9DKqYv.mp4",TRUE
"meta-ehSae1O1C9pt.json","ehSae1O1C9pt","2021:01:06 20:23:05","12.21 s",38.8919,-77.0136,12.21,2021,1,6,20,"https://video.parler.com/eh/Sa/ehSae1O1C9pt.mp4",TRUE
